Simples,Novo,Hwloc,Matriz
2042.44,1796.32,5076.91,944.43
2030.17,1766.72,5073.67,938.226
2038.62,1775.68,5096.83,933.272
2032.88,1761.91,5087.05,931.653
2053.67,1763.16,5106.33,946.133
2038.55,1759.86,5067.11,948.357
2034.76,1770,5071.09,944.34
2031.37,1761.55,5070.87,982.957
2034.44,1784.87,5099.34,940.305
2034.72,1785.06,5087.44,959.166
2026.74,1782.93,5101.39,959.774
2024.36,1767.36,5108.43,937.446
2029.17,1773.43,5069.05,947.16
2029.35,1760.88,5078.95,941.057
2048.47,1769.17,5085.94,938.345
2044.88,1766.28,5087.88,940.13
2029.17,1761.19,5071.45,932.253
2042.48,1784.14,5063.3,949.1
2026.94,1769.79,5092.23,933.312
2046.24,1821.08,5098.73,939.777
2033.35,1774.18,5107.43,939.507
2039.01,1769.81,5086.63,956.322
2045.23,1789.95,5088.87,968.042
2046.08,1803.15,5107.94,934.313
2036.67,1764.15,5101.81,941.648
2038.9,1802.03,5145.52,938.178
2036.3,1806.79,5102.33,928.8
2023.73,1756.86,5137.97,966.735
2028.17,1762.54,5091.79,934.749
2024.18,1757.52,5098.12,931.744
2024.95,1775.24,5121.79,945.149
2021.61,1765.6,5224.74,933.908
2019.76,1765.03,5262.73,955.636
2058.96,1771.85,5117.99,940.502
2033.29,1765.32,5139.58,963.526
2076.27,1764.36,5083.85,937.011
2021.51,1762.12,5087.49,935.715
2027.27,1760.36,5064.13,940.316
2025.6,1764.66,5123.49,948.236
2030.24,1761.12,5070.83,934.505
2029.69,1772.46,5068.47,932.785
2029.46,1787.52,5110.17,931.876
2025.97,1823.95,5102.6,932.609
2039.33,1761.14,5099.71,935.395
2070.43,1761.56,5078.42,931.921
2023.59,1761.19,5108.85,935.766
2040.24,1760.39,5080.44,938.299
2028.21,1766.11,5083.11,946.738
2025.5,1780.92,5126.68,946.412
2056.91,1759.27,5092.22,934.968
2029.3,1764.49,5070.93,948.046
2024.35,1760.31,5072.71,938.638
2023.48,1786.86,5083.13,949.669
2059.63,1762.92,5098.7,939.063
2037.66,1769.48,5080.61,940.776
2043.11,1768.06,5078.9,950.778
2028.2,1785.48,5085.93,941.637
2026,1770.81,5105.97,933.453
2032.32,1792.97,5083.67,934.465
2022.03,1777.78,5139.62,940.089
2021.37,1770.52,5099.96,938.555
2026.7,1764.09,5101.4,940.89
2031.4,1777.58,5094.98,947.317
2033.49,1775.29,5169.5,957.367
2031.4,1775.43,5108.39,939.824
2036.68,1770.62,5113.16,953.795
2109.99,1763.13,5124.25,936.639
2029.68,1772.77,5070.04,933.535
2026.47,1803.54,5083.96,954.118
2059.29,1760.92,5120.42,937.923
2025.47,1762.99,5092.45,931.372
2028.69,1784.74,5085,930.562
2038.11,1767.83,5101.56,946.329
2024.48,1812.81,5090.48,933.879
2035.13,1759.03,5096.52,963.78
2037.56,1770.29,5098.76,936.583
2028.39,1765.85,5082.79,933.614
2025.3,1764.89,5086.48,928.817
2046.01,1761.51,5088.13,935.673
2051.41,1767.28,5090.74,1020.42
2053.18,1763.98,5086.56,1016.71
2053.31,1762.91,5069.77,949.317
2035.27,1766.48,5091.24,942.097
2066.84,1770.57,5063.88,938.114
2046.36,1762.59,5078.41,930.849
2031.26,1761.11,5090.3,942.109
2028.17,1766.86,5110.62,940.218
2041.08,1766.95,5080.79,928.872
2027.2,1774.02,5094.77,929.524
2040.93,1773.38,5123.79,936.676
2020.52,1770.78,5091.49,937.126
2041.02,1807.15,5073.12,933.621
2042.84,1771.93,5104.95,933.573
2034.85,1764.85,5065.5,931.377
2030.97,1762.81,5066.5,947.971
2033.76,1769.87,5081.88,944.339
2055.26,1786.81,5081.07,929.177
2023.72,1763.09,5099.47,933.567
2043.77,1787.11,5084.22,935.514
2030.4,1779.25,5111.3,934.714
2038.24,1772.89,5095.75,932.533
2026.86,1817.74,5103.44,941.306
2029.85,1764.52,5113.71,956.066
2040.04,1763.48,5095.21,935.373
2038.08,1785.32,5088.73,961.563
2032.61,1799.18,5081.77,936.785
2038.99,1806.48,5077,936.503
2053.33,1794.35,5092.53,945.65
2038.76,1766.03,5101,934.502
2052.54,1769.27,5107.58,944.669
2047.67,1761.14,5085.8,936.627
2030.04,1769.29,5125.13,934.558
2032.77,1781.39,5079.07,938.261
2029.46,1761.19,5069.73,954.276
2037.7,1771.95,5102.05,937.741
2031.72,1773.27,5088.93,931.081
2048.28,1761.41,5118.73,939.333
2029.96,1777.05,5083.9,932.544
2026.83,1760.47,5081.33,936.089
2031.95,1758.4,5124.71,951.788
2027.75,1762.87,5099.07,936.721
2081.54,1773.59,5090.9,937.088
2024.87,1890.62,5076.88,930.266
2041.57,1825.68,5073.02,943.712
2030.96,1758.06,5068.21,938.964
2038.66,1789.63,5096.06,933.976
2024.88,1772.67,5125.3,939.148
2023.54,1759.52,5081.17,928.088
2026.59,1807.58,5071.05,930.239
2021.45,1759.42,5108.8,928.828
2055.21,1804.64,5074.94,936.764
2046.76,1794.64,5105.88,950.298
2036.46,1781.47,5074.65,937.893
2025.7,1814.51,5123.54,937.938
2034.26,1775.45,5095.2,933.778
2046.29,1768.96,5127.27,945.639
2056.55,1783.3,5086.96,936.278
2024.94,1773.56,5076.7,945.815
2048.26,1765.37,5098.85,926.924
2028.71,1808.88,5131.92,931.327
2034.24,1760.89,5103.88,939.149
2039.99,1834.83,5166.64,936.09
2050.69,1777.14,5178.89,934.871
2042.72,1769.44,5108.19,934.712
2026.77,1762.62,5074.27,937.136
2030.03,1802.32,5084.21,932.405
2061.86,1776.7,5092.87,929.928
2020.36,1763.1,5066.64,971.309
2024.92,1770.06,5105.34,947.37
2103.35,1799.64,5091.53,928.049
2049.61,1759.74,5079.3,932.291
2023.96,1763.62,5113.66,942.649
2023.39,1759.97,5132.98,958.046
2067.45,1809.6,5089.66,927.785
2029.65,1801.66,5089.2,933.926
2026.2,1776.14,5091.14,954.537
2025.42,1796.28,5083.05,953.172
2033.96,1786.82,5072.53,944.365
2037.39,1794.68,5103.45,936.394
2029.08,1767.71,5148.79,948.226
2037.35,1836.09,5110.27,946.119
2032.47,1931.65,5141.59,957.803
2044.27,1803.49,5108.01,950.558
2047.08,1811.19,5130.51,942.403
2035.24,1795.12,5107.06,935.527
2044.62,1817.18,5097.43,939.231
2037.8,1770.44,5091.85,944.788
2050.29,1836.63,5111.67,950.464
2052.21,1810.86,5134.14,941.708
2049.34,1809.13,5108.34,950.453
2053.41,1826.45,5089.62,954.026
2071.49,1824.36,5141.68,940.983
2049.09,1816.54,5110.91,954.901
2053.57,1808.99,5111.21,942.453
2061.41,1799.73,5104.08,950.136
2053.19,1770.83,5125.34,942.979
2042.63,1787.26,5103.21,967.005
2055.51,1787.1,5106.41,948.883
2064.12,1800.23,5097.8,936.654
2063.73,1779.68,5094.07,945.069
2035,1783.65,5142.68,942.242
2053.44,1813.05,5237.07,950.027
2031.04,1789.92,5113.83,951.462
2069.91,1807.6,5085.77,949.348
2038.34,1787.18,5089.36,947.183
2058.81,1854.25,5102.42,951.331
2057.94,1826.57,5113.83,942.61
2049.69,1795.2,5120.15,944.825
2058.23,1797.8,5139.52,937.798
2068.51,1815.28,5104.76,934.889
2048.15,1779.69,5114.05,934.512
